frame_idx,sim_time,vehicle_id,type,x,y,z
0,16544.208277389407,45,vehicle.tesla.model3,105.98493957519531,62.446502685546875,0.0015032958472147584
0,16544.208277389407,46,vehicle.yamaha.yzf,-110.76255798339844,46.660091400146484,-0.05482221394777298
0,16544.208277389407,47,vehicle.mitsubishi.fusorosa,-106.68788146972656,-4.847376823425293,-0.014655875973403454
0,16544.208277389407,48,vehicle.gazelle.omafiets,-87.27456665039062,24.441240310668945,-0.013063068501651287
0,16544.208277389407,49,vehicle.mercedes.coupe,3.0477840900421143,130.21006774902344,0.13982589542865753
0,16544.208277389407,50,vehicle.jeep.wrangler_rubicon,32.992462158203125,-67.90009307861328,0.02373943291604519
1,16545.52847187221,45,vehicle.tesla.model3,105.97512817382812,61.702606201171875,0.0014742278726771474
1,16545.52847187221,46,vehicle.yamaha.yzf,-110.76254272460938,46.660091400146484,-0.05483655631542206
1,16545.52847187221,47,vehicle.mitsubishi.fusorosa,-106.68756866455078,-4.847453594207764,-0.014203071594238281
1,16545.52847187221,48,vehicle.gazelle.omafiets,-87.27456665039062,24.441240310668945,-0.013063068501651287
1,16545.52847187221,49,vehicle.mercedes.coupe,3.0477840900421143,130.21006774902344,0.14066872000694275
1,16545.52847187221,50,vehicle.jeep.wrangler_rubicon,32.99261474609375,-67.90009307861328,0.03366466611623764
2,16546.696813985705,45,vehicle.tesla.model3,105.96629333496094,60.90374755859375,0.0014553070068359375
2,16546.696813985705,46,vehicle.yamaha.yzf,-110.76253509521484,46.660091400146484,-0.05484771728515625
2,16546.696813985705,47,vehicle.mitsubishi.fusorosa,-106.68717193603516,-4.847504615783691,-0.011324958875775337
2,16546.696813985705,48,vehicle.gazelle.omafiets,-87.27456665039062,24.44123649597168,-0.013120822608470917
2,16546.696813985705,49,vehicle.mercedes.coupe,3.0401737689971924,130.21002197265625,0.14094440639019012
2,16546.696813985705,50,vehicle.jeep.wrangler_rubicon,32.99267578125,-67.90010070800781,0.030811309814453125
3,16547.86103694141,45,vehicle.tesla.model3,105.95794677734375,60.0510139465332,0.0014482497936114669
3,16547.86103694141,46,vehicle.yamaha.yzf,-110.76252746582031,46.660091400146484,-0.05485443025827408
3,16547.86103694141,47,vehicle.mitsubishi.fusorosa,-106.68678283691406,-4.847526550292969,-0.007747535593807697
3,16547.86103694141,48,vehicle.gazelle.omafiets,-87.27456665039062,24.44123649597168,-0.01312551461160183
3,16547.86103694141,49,vehicle.mercedes.coupe,2.9583630561828613,130.209228515625,0.14069843292236328
3,16547.86103694141,50,vehicle.jeep.wrangler_rubicon,32.99266815185547,-67.90010833740234,0.02262062020599842
4,16549.028659269214,45,vehicle.tesla.model3,105.95027160644531,59.14463424682617,0.0014445495326071978
4,16549.028659269214,46,vehicle.yamaha.yzf,-110.76252746582031,46.660091400146484,-0.05485580489039421
4,16549.028659269214,47,vehicle.mitsubishi.fusorosa,-106.68646240234375,-4.847522735595703,-0.004721870180219412
4,16549.028659269214,48,vehicle.gazelle.omafiets,-87.27456665039062,24.44123649597168,-0.01312826108187437
4,16549.028659269214,49,vehicle.mercedes.coupe,2.821934223175049,130.2086639404297,0.14065921306610107
4,16549.028659269214,50,vehicle.jeep.wrangler_rubicon,32.992637634277344,-67.9001235961914,0.014534415677189827
5,16550.232683703303,45,vehicle.tesla.model3,105.9491195678711,58.19255828857422,0.0014896773500368
5,16550.232683703303,46,vehicle.yamaha.yzf,-110.76252746582031,46.660091400146484,-0.05485580489039421
5,16550.232683703303,47,vehicle.mitsubishi.fusorosa,-106.68624877929688,-4.847503662109375,-0.0028650283347815275
5,16550.232683703303,48,vehicle.gazelle.omafiets,-87.27456665039062,24.44123649597168,-0.013129405677318573
5,16550.232683703303,49,vehicle.mercedes.coupe,2.6430346965789795,130.2080535888672,0.14069515466690063
5,16550.232683703303,50,vehicle.jeep.wrangler_rubicon,32.97055435180664,-67.90029907226562,0.008888130076229572
6,16551.429073259234,45,vehicle.tesla.model3,105.95636749267578,57.23996353149414,0.0016669082688167691
6,16551.429073259234,46,vehicle.yamaha.yzf,-110.76252746582031,46.660091400146484,-0.05485768988728523
6,16551.429073259234,47,vehicle.mitsubishi.fusorosa,-106.68617248535156,-4.84747838973999,-0.0022340011782944202
6,16551.429073259234,48,vehicle.gazelle.omafiets,-87.27456665039062,24.44123649597168,-0.013129405677318573
6,16551.429073259234,49,vehicle.mercedes.coupe,2.4241557121276855,130.20730590820312,0.14072459936141968
6,16551.429073259234,50,vehicle.jeep.wrangler_rubicon,32.90385055541992,-67.90045166015625,0.006178169045597315
7,16552.606568738818,45,vehicle.tesla.model3,105.97138214111328,56.31898880004883,0.0018545150524005294
7,16552.606568738818,46,vehicle.yamaha.yzf,-110.76252746582031,46.660091400146484,-0.05485768988728523
7,16552.606568738818,47,vehicle.mitsubishi.fusorosa,-106.68619537353516,-4.847456455230713,-0.0025284194853156805
7,16552.606568738818,48,vehicle.gazelle.omafiets,-87.27456665039062,24.44123649597168,-0.013129405677318573
7,16552.606568738818,49,vehicle.mercedes.coupe,2.1638436317443848,130.20626831054688,0.1407264620065689
7,16552.606568738818,50,vehicle.jeep.wrangler_rubicon,32.80266571044922,-67.90068054199219,0.0059471894055604935
8,16553.767746970057,45,vehicle.tesla.model3,105.99366760253906,55.44291305541992,0.0019984818063676357
8,16553.767746970057,46,vehicle.yamaha.yzf,-110.76294708251953,46.699222564697266,-0.05481380224227905
8,16553.767746970057,47,vehicle.mitsubishi.fusorosa,-106.68619537353516,-4.847456455230713,-0.0025284194853156805
8,16553.767746970057,48,vehicle.gazelle.omafiets,-87.27456665039062,24.44123649597168,-0.013129405677318573
8,16553.767746970057,49,vehicle.mercedes.coupe,1.8555024862289429,130.2049560546875,0.14068099856376648
8,16553.767746970057,50,vehicle.jeep.wrangler_rubicon,32.66386413574219,-67.90077209472656,0.006985893007367849
9,16554.916752383113,45,vehicle.tesla.model3,106.01995086669922,54.61697769165039,0.002093620365485549
9,16554.916752383113,46,vehicle.yamaha.yzf,-110.76493072509766,46.875823974609375,-0.05474181845784187
9,16554.916752383113,47,vehicle.mitsubishi.fusorosa,-106.68630981445312,-4.847449779510498,-0.003236045828089118
9,16554.916752383113,48,vehicle.gazelle.omafiets,-87.27456665039062,24.44123649597168,-0.013129405677318573
9,16554.916752383113,49,vehicle.mercedes.coupe,1.492347240447998,130.20339965820312,0.14061610400676727
9,16554.916752383113,50,vehicle.jeep.wrangler_rubicon,32.48884201049805,-67.9007797241211,0.008294143714010715
10,16556.12312988937,45,vehicle.tesla.model3,106.04843139648438,53.84246063232422,0.0021500014699995518
10,16556.12312988937,46,vehicle.yamaha.yzf,-110.76849365234375,47.19472885131836,-0.05470605567097664
10,16556.12312988937,47,vehicle.mitsubishi.fusorosa,-106.68636322021484,-4.847452163696289,-0.0039059065748006105
10,16556.12312988937,48,vehicle.gazelle.omafiets,-87.27104949951172,24.44124412536621,-0.013224906288087368
10,16556.12312988937,49,vehicle.mercedes.coupe,1.0728873014450073,130.20164489746094,0.14057281613349915
10,16556.12312988937,50,vehicle.jeep.wrangler_rubicon,32.27755355834961,-67.90080261230469,0.00929767545312643
11,16557.298324510455,45,vehicle.tesla.model3,106.07864379882812,53.11882781982422,0.0021792601328343153
11,16557.298324510455,46,vehicle.yamaha.yzf,-110.77365112304688,47.65456008911133,-0.05464862659573555
11,16557.298324510455,47,vehicle.mitsubishi.fusorosa,-106.68643951416016,-4.84745454788208,-0.004540062043815851
11,16557.298324510455,48,vehicle.gazelle.omafiets,-87.18089294433594,24.441492080688477,-0.014060020446777344
11,16557.298324510455,49,vehicle.mercedes.coupe,0.598292350769043,130.19976806640625,0.14055480062961578
11,16557.298324510455,50,vehicle.jeep.wrangler_rubicon,32.0264778137207,-67.9009017944336,0.009762725792825222
12,16558.4409083575,45,vehicle.tesla.model3,106.10984802246094,52.44469451904297,0.0021910094656050205
12,16558.4409083575,46,vehicle.yamaha.yzf,-110.78036499023438,48.25349426269531,-0.05441196262836456
12,16558.4409083575,47,vehicle.mitsubishi.fusorosa,-106.68650817871094,-4.847456932067871,-0.004978218115866184
12,16558.4409083575,48,vehicle.gazelle.omafiets,-87.03555297851562,24.44189453125,-0.013942833058536053
12,16558.4409083575,49,vehicle.mercedes.coupe,0.07189220190048218,130.19790649414062,0.14090393483638763
12,16558.4409083575,50,vehicle.jeep.wrangler_rubicon,31.729154586791992,-67.90113067626953,0.00973384827375412
13,16559.799173042178,45,vehicle.tesla.model3,106.13146209716797,51.8185920715332,0.0021947098430246115
13,16559.799173042178,46,vehicle.yamaha.yzf,-110.78858947753906,48.98011779785156,-0.054385602474212646
13,16559.799173042178,47,vehicle.mitsubishi.fusorosa,-106.6865234375,-4.847457408905029,-0.004982566926628351
13,16559.799173042178,48,vehicle.gazelle.omafiets,-86.87803649902344,24.442331314086914,-0.013644618913531303
13,16559.799173042178,49,vehicle.mercedes.coupe,-0.46845680475234985,130.19613647460938,0.14116233587265015
13,16559.799173042178,50,vehicle.jeep.wrangler_rubicon,31.378435134887695,-67.90150451660156,0.009398726746439934
14,16561.008542105556,45,vehicle.tesla.model3,106.14329528808594,51.32973861694336,0.002406539861112833
14,16561.008542105556,46,vehicle.yamaha.yzf,-110.79817199707031,49.81427764892578,-0.054429568350315094
14,16561.008542105556,47,vehicle.mitsubishi.fusorosa,-106.68653106689453,-4.847457408905029,-0.004896354395896196
14,16561.008542105556,48,vehicle.gazelle.omafiets,-86.7098617553711,24.442792892456055,-0.013469962403178215
14,16561.008542105556,49,vehicle.mercedes.coupe,-1.0266656875610352,130.1945037841797,0.14118053019046783
14,16561.008542105556,50,vehicle.jeep.wrangler_rubicon,30.973268508911133,-67.902099609375,0.009037322364747524
15,16562.22394578159,45,vehicle.tesla.model3,106.14677429199219,51.10797119140625,0.002792739775031805
15,16562.22394578159,46,vehicle.yamaha.yzf,-110.80889129638672,50.73770523071289,-0.05448125675320625
15,16562.22394578159,47,vehicle.mitsubishi.fusorosa,-106.68653869628906,-4.847457408905029,-0.00479480717331171
15,16562.22394578159,48,vehicle.gazelle.omafiets,-86.53865814208984,24.443262100219727,-0.013313446193933487
15,16562.22394578159,49,vehicle.mercedes.coupe,-1.6157031059265137,130.1930389404297,0.14115206897258759
15,16562.22394578159,50,vehicle.jeep.wrangler_rubicon,30.517263412475586,-67.90301513671875,0.008827056735754013
16,16563.388808771968,45,vehicle.tesla.model3,106.14690399169922,51.09146499633789,0.0028309631161391735
16,16563.388808771968,46,vehicle.yamaha.yzf,-110.82064056396484,51.73617172241211,-0.05452108383178711
16,16563.388808771968,47,vehicle.mitsubishi.fusorosa,-106.68655395507812,-4.847457408905029,-0.004711875692009926
16,16563.388808771968,48,vehicle.gazelle.omafiets,-86.3482437133789,24.443788528442383,-0.013422107324004173
16,16563.388808771968,49,vehicle.mercedes.coupe,-2.216506242752075,130.19175720214844,0.14117106795310974
16,16563.388808771968,50,vehicle.jeep.wrangler_rubicon,30.012042999267578,-67.90432739257812,0.008882369846105576
17,16564.55563776195,45,vehicle.tesla.model3,106.14691162109375,51.09091567993164,0.002395706018432975
17,16564.55563776195,46,vehicle.yamaha.yzf,-110.83312225341797,52.79581069946289,-0.05455097183585167
17,16564.55563776195,47,vehicle.mitsubishi.fusorosa,-106.68655395507812,-4.847457408905029,-0.00469425180926919
17,16564.55563776195,48,vehicle.gazelle.omafiets,-86.14126586914062,24.44436264038086,-0.013416518457233906
17,16564.55563776195,49,vehicle.mercedes.coupe,-2.913853168487549,130.18959045410156,0.14066272974014282
17,16564.55563776195,50,vehicle.jeep.wrangler_rubicon,29.47575569152832,-67.90546417236328,0.009322166442871094
18,16565.723422572017,45,vehicle.tesla.model3,106.14691925048828,51.090545654296875,0.002084617502987385
18,16565.723422572017,46,vehicle.yamaha.yzf,-110.84597778320312,53.88957214355469,-0.054582901298999786
18,16565.723422572017,47,vehicle.mitsubishi.fusorosa,-106.68655395507812,-4.847457408905029,-0.004700812976807356
18,16565.723422572017,48,vehicle.gazelle.omafiets,-85.92149353027344,24.444971084594727,-0.013391971588134766
18,16565.723422572017,49,vehicle.mercedes.coupe,-3.680140972137451,130.1864776611328,0.14064402878284454
18,16565.723422572017,50,vehicle.jeep.wrangler_rubicon,28.93412208557129,-67.9064712524414,0.009943847544491291
19,16566.87595872581,45,vehicle.tesla.model3,106.14693450927734,51.0903205871582,0.0019042587373405695
19,16566.87595872581,46,vehicle.yamaha.yzf,-110.85889434814453,54.99283981323242,-0.05461505800485611
19,16566.87595872581,47,vehicle.mitsubishi.fusorosa,-106.68655395507812,-4.847457408905029,-0.004709891974925995
19,16566.87595872581,48,vehicle.gazelle.omafiets,-85.68898010253906,24.445613861083984,-0.013379554264247417
19,16566.87595872581,49,vehicle.mercedes.coupe,-4.495009899139404,130.18264770507812,0.14070342481136322
19,16566.87595872581,50,vehicle.jeep.wrangler_rubicon,28.369428634643555,-67.90745544433594,0.010166091844439507
20,16568.046473786235,45,vehicle.tesla.model3,106.14693450927734,51.09019088745117,0.0018032073276117444
20,16568.046473786235,46,vehicle.yamaha.yzf,-110.87166595458984,56.08958053588867,-0.054645538330078125
20,16568.046473786235,47,vehicle.mitsubishi.fusorosa,-106.68655395507812,-4.847457408905029,-0.004718131851404905
20,16568.046473786235,48,vehicle.gazelle.omafiets,-85.45072174072266,24.446273803710938,-0.013284015469253063
20,16568.046473786235,49,vehicle.mercedes.coupe,-5.357768535614014,130.17807006835938,0.14074645936489105
20,16568.046473786235,50,vehicle.jeep.wrangler_rubicon,27.775421142578125,-67.90840911865234,0.010099982842803001
21,16569.204452082515,45,vehicle.tesla.model3,106.14693450927734,51.09011459350586,0.0017473602201789618
21,16569.204452082515,46,vehicle.yamaha.yzf,-110.8832778930664,57.09638977050781,-0.054760873317718506
21,16569.204452082515,47,vehicle.mitsubishi.fusorosa,-106.68655395507812,-4.847457408905029,-0.004721260163933039
21,16569.204452082515,48,vehicle.gazelle.omafiets,-85.19857025146484,24.44697380065918,-0.013393440283834934
21,16569.204452082515,49,vehicle.mercedes.coupe,-6.264780044555664,130.17218017578125,0.14081016182899475
21,16569.204452082515,50,vehicle.jeep.wrangler_rubicon,27.167545318603516,-67.90878295898438,0.010063247755169868
22,16570.382965251803,45,vehicle.tesla.model3,106.14693450927734,51.09008026123047,0.0017237472347915173
22,16570.382965251803,46,vehicle.yamaha.yzf,-110.89151000976562,57.813480377197266,-0.05493142828345299
22,16570.382965251803,47,vehicle.mitsubishi.fusorosa,-106.68655395507812,-4.847457408905029,-0.004721260163933039
22,16570.382965251803,48,vehicle.gazelle.omafiets,-84.9249038696289,24.447731018066406,-0.013436774723231792
22,16570.382965251803,49,vehicle.mercedes.coupe,-7.202184200286865,130.16494750976562,0.1409335732460022
22,16570.382965251803,50,vehicle.jeep.wrangler_rubicon,26.474626541137695,-67.90837097167969,0.009231147356331348
23,16571.561087295413,45,vehicle.tesla.model3,106.14693450927734,51.09006118774414,0.0017058944795280695
23,16571.561087295413,46,vehicle.yamaha.yzf,-110.89615631103516,58.21990966796875,-0.055245570838451385
23,16571.561087295413,47,vehicle.mitsubishi.fusorosa,-106.68655395507812,-4.847457408905029,-0.004720039200037718
23,16571.561087295413,48,vehicle.gazelle.omafiets,-84.63645935058594,24.44852638244629,-0.013420809991657734
23,16571.561087295413,49,vehicle.mercedes.coupe,-8.16130256652832,130.1563262939453,0.14105139672756195
23,16571.561087295413,50,vehicle.jeep.wrangler_rubicon,25.731061935424805,-67.90719604492188,0.008854484185576439
24,16572.728381082416,45,vehicle.tesla.model3,106.14693450927734,51.09004211425781,0.0016936492174863815
24,16572.728381082416,46,vehicle.yamaha.yzf,-110.8973388671875,58.32191848754883,-0.05540168657898903
24,16572.728381082416,47,vehicle.mitsubishi.fusorosa,-106.68655395507812,-4.847457408905029,-0.004720039200037718
24,16572.728381082416,48,vehicle.gazelle.omafiets,-84.33378601074219,24.44936752319336,-0.013407878577709198
24,16572.728381082416,49,vehicle.mercedes.coupe,-9.138236045837402,130.14630126953125,0.14114028215408325
24,16572.728381082416,50,vehicle.jeep.wrangler_rubicon,24.944849014282227,-67.90507507324219,0.008882064372301102
25,16573.89227478206,45,vehicle.tesla.model3,106.14693450927734,51.09003829956055,0.0016866683727130294
25,16573.89227478206,46,vehicle.yamaha.yzf,-110.89732360839844,58.31966781616211,-0.05530177801847458
25,16573.89227478206,47,vehicle.mitsubishi.fusorosa,-106.68655395507812,-4.847457408905029,-0.004720039200037718
25,16573.89227478206,48,vehicle.gazelle.omafiets,-84.0219497680664,24.45022201538086,-0.013325786218047142
25,16573.89227478206,49,vehicle.mercedes.coupe,-10.12397575378418,130.13612365722656,0.1412847936153412
25,16573.89227478206,50,vehicle.jeep.wrangler_rubicon,24.117389678955078,-67.90227508544922,0.009073561988770962
